hospital_name,last_updated_on,as_of_date,version,hospital_location,hospital_address,license_number|NJ,financial_aid_policy,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,,,,,,,
VITAMIN B12 QST,3500000076,CDM,300,RC,82607,HCPCS,Facility,Outpatient,,,160,64,CLOVER,ALL PRODUCTS,,23.2,,0.145,23.2,23.2,23.2,2,Percent of Total Billed Charges,,
RPR MONITOR W/REFL QST,3500000079,CDM,300,RC,86592,HCPCS,Facility,Outpatient,,,94,37.6,CLOVER,ALL PRODUCTS,,13.63,,0.145,13.63,13.63,13.63,2,Percent of Total Billed Charges,,
ANA W/REFL REFL QST,3500000080,CDM,300,RC,86038,HCPCS,Facility,Outpatient,,,254,101.6,CLOVER,ALL PRODUCTS,,36.83,,0.145,36.83,36.83,36.83,2,Percent of Total Billed Charges,,
URINALYSIS WITH REFLEX TO MICROSCOPIC QST,3500000084,CDM,300,RC,81003,HCPCS,Facility,Outpatient,,,80,32,CLOVER,ALL PRODUCTS,,11.6,,0.145,11.6,59.52,59.52,5,Percent of Total Billed Charges,,
BILIRUBIN DIRECT QST,3500000124,CDM,300,RC,82248,HCPCS,Facility,Outpatient,,,87,34.8,CLOVER,ALL PRODUCTS,,12.615,,0.145,12.615,12.615,12.615,2,Percent of Total Billed Charges,,
HEPATITIS B CORE AB TOTAL QST,3500000133,CDM,300,RC,86704,HCPCS,Facility,Outpatient,,,174,69.6,CLOVER,ALL PRODUCTS,,25.23,,0.145,25.23,25.23,25.23,2,Percent of Total Billed Charges,,
HEPATITIS A AB TOTAL QST,3500000134,CDM,300,RC,86708,HCPCS,Facility,Outpatient,,,161,64.4,CLOVER,ALL PRODUCTS,,23.345,,0.145,23.345,23.345,23.345,2,Percent of Total Billed Charges,,
HEPATITIS A IGM ANTIBODY QST,3500000135,CDM,300,RC,86709,HCPCS,Facility,Outpatient,,,142,56.8,CLOVER,ALL PRODUCTS,,20.59,,0.145,20.59,20.59,20.59,2,Percent of Total Billed Charges,,
PROLACTIN QST,3500000144,CDM,300,RC,84146,HCPCS,Facility,Outpatient,,,300,120,CLOVER,ALL PRODUCTS,,43.5,,0.145,43.5,43.5,43.5,2,Percent of Total Billed Charges,,
T3 TOTAL QST,3500000146,CDM,300,RC,84480,HCPCS,Facility,Outpatient,,,228,91.2,CLOVER,ALL PRODUCTS,,33.06,,0.145,33.06,33.06,33.06,2,Percent of Total Billed Charges,,
ESTROGEN TOTAL SERUM QST,3500000179,CDM,300,RC,82672,HCPCS,Facility,Outpatient,,,61,24.4,CLOVER,ALL PRODUCTS,,8.845,,0.145,8.845,8.845,8.845,2,Percent of Total Billed Charges,,
LYME DISEASE AB W/ REFL TO BLOT IGG IGM QST,3500000186,CDM,300,RC,86618,HCPCS,Facility,Outpatient,,,165,66,CLOVER,ALL PRODUCTS,,23.925,,0.145,23.925,23.925,23.925,2,Percent of Total Billed Charges,,
HEPATITIS C AB W/REFL TO HCV RNA QN PCR QST,3500000192,CDM,300,RC,86803,HCPCS,Facility,Outpatient,,,226,90.4,CLOVER,ALL PRODUCTS,,32.77,,0.145,32.77,32.77,32.77,2,Percent of Total Billed Charges,,
CORTISOL A.M. QST,3500000193,CDM,300,RC,82533,HCPCS,Facility,Outpatient,,,220,88,CLOVER,ALL PRODUCTS,,31.9,,0.145,31.9,31.9,31.9,2,Percent of Total Billed Charges,,
BASIC METABOLIC PANEL PLASMA QST,3500000200,CDM,300,RC,80048,HCPCS,Facility,Outpatient,,,187,74.8,CLOVER,ALL PRODUCTS,,27.115,,0.145,27.115,27.115,27.115,2,Percent of Total Billed Charges,,
HEPATITIS PANEL ACUTE W/REFLEX TO CONFIRMATION QST,3500000201,CDM,300,RC,80074,HCPCS,Facility,Outpatient,,,660,264,CLOVER,ALL PRODUCTS,,95.7,,0.145,95.7,95.7,95.7,2,Percent of Total Billed Charges,,
HEPATITIS B CORE ANTIBODY IGM QST,3500000203,CDM,300,RC,86705,HCPCS,Facility,Outpatient,,,180,72,CLOVER,ALL PRODUCTS,,26.1,,0.145,26.1,26.1,26.1,2,Percent of Total Billed Charges,,
URINALYSIS COMPLETE QST,3500000206,CDM,300,RC,81001,HCPCS,Facility,Outpatient,,,107,42.8,CLOVER,ALL PRODUCTS,,15.515,,0.145,15.515,79.608,79.608,5,Percent of Total Billed Charges,,
URINALYSIS COMPLETE W/REFLEX TO CULTURE QST,3500000207,CDM,300,RC,81001,HCPCS,Facility,Outpatient,,,107,42.8,CLOVER,ALL PRODUCTS,,15.515,,0.145,15.515,79.608,79.608,5,Percent of Total Billed Charges,,
HIV 1 RNA QUANTITATIVE REAL TIME PCR QST,3500000370,CDM,300,RC,87536,HCPCS,Facility,Outpatient,,,934,373.6,CLOVER,ALL PRODUCTS,,135.43,,0.145,135.43,135.43,135.43,2,Percent of Total Billed Charges,,
VITAMIN D 25-OH TOTAL IA QST,3500000372,CDM,300,RC,82306,HCPCS,Facility,Outpatient,,,450,180,CLOVER,ALL PRODUCTS,,65.25,,0.145,65.25,65.25,65.25,2,Percent of Total Billed Charges,,
HEPATITIS C VIRAL RNA QUANTITATIVE REAL-TIME PCR QST,3500000379,CDM,300,RC,87522,HCPCS,Facility,Outpatient,,,330,132,CLOVER,ALL PRODUCTS,,47.85,,0.145,47.85,47.85,47.85,2,Percent of Total Billed Charges,,
LYME DISEASE ANTIBODY IGG IMMUNOBLOT QST,3500000394,CDM,300,RC,86617,HCPCS,Facility,Outpatient,,,231,92.4,CLOVER,ALL PRODUCTS,,33.495,,0.145,33.495,33.495,33.495,2,Percent of Total Billed Charges,,
HEPATITIS B SURFACE ANTIGEN W/REFL CONFIRM QST,3500000415,CDM,300,RC,87340,HCPCS,Facility,Outpatient,,,142,56.8,CLOVER,ALL PRODUCTS,,20.59,,0.145,20.59,20.59,20.59,2,Percent of Total Billed Charges,,
PSA TOTAL QST,3500000417,CDM,300,RC,84153,HCPCS,Facility,Outpatient,,,328,131.2,CLOVER,ALL PRODUCTS,,47.56,,0.145,47.56,47.56,47.56,2,Percent of Total Billed Charges,,
FECAL GLOBIN BY IMMUNOCHEMISTRY QST,3500000418,CDM,300,RC,G0328,HCPCS,Facility,Outpatient,,,99,39.6,CLOVER,ALL PRODUCTS,,14.355,,0.145,14.355,14.355,14.355,2,Percent of Total Billed Charges,,
HEPATITIS BE ANTIGEN QST,3500000479,CDM,300,RC,87350,HCPCS,Facility,Outpatient,,,83,33.2,CLOVER,ALL PRODUCTS,,12.035,,0.145,12.035,12.035,12.035,2,Percent of Total Billed Charges,,
LEAD VENOUS QST,3500000483,CDM,300,RC,83655,HCPCS,Facility,Outpatient,,,121,48.4,CLOVER,ALL PRODUCTS,,17.545,,0.145,17.545,17.545,17.545,2,Percent of Total Billed Charges,,
TESTOSTERONE TOTAL MALES ADULT IMMUNOASSAY QST,3500000510,CDM,300,RC,84403,HCPCS,Facility,Outpatient,,,315,126,CLOVER,ALL PRODUCTS,,45.675,,0.145,45.675,45.675,45.675,2,Percent of Total Billed Charges,,
CLOZAPINE QST,3500000529,CDM,300,RC,80159,HCPCS,Facility,Outpatient,,,57,22.8,CLOVER,ALL PRODUCTS,,8.265,,0.145,8.265,8.265,8.265,2,Percent of Total Billed Charges,,
QUANTIFERON TB GOLD PLUS 1 TUBE QST,3500000547,CDM,300,RC,86480,HCPCS,Facility,Outpatient,,,385,154,CLOVER,ALL PRODUCTS,,55.825,,0.145,55.825,55.825,55.825,2,Percent of Total Billed Charges,,
OXCARBAZEPINE METABOLITE QST,3500000558,CDM,300,RC,80183,HCPCS,Facility,Outpatient,,,161,64.4,CLOVER,ALL PRODUCTS,,23.345,,0.145,23.345,23.345,23.345,2,Percent of Total Billed Charges,,
LAMOTRIGINE QST,3500000561,CDM,300,RC,80175,HCPCS,Facility,Outpatient,,,118,47.2,CLOVER,ALL PRODUCTS,,17.11,,0.145,17.11,87.792,87.792,5,Percent of Total Billed Charges,,
HEPATITIS B SURFACE ANTIBODY IMMUNITY QUANTITATIVE QST,3500000570,CDM,300,RC,86317,HCPCS,Facility,Outpatient,,,119,47.6,CLOVER,ALL PRODUCTS,,17.255,,0.145,17.255,17.255,17.255,2,Percent of Total Billed Charges,,
HEPATITIS B VIRUS DNA QUANTITATIVE REAL-TIME PCR QST,3500000591,CDM,300,RC,87517,HCPCS,Facility,Outpatient,,,385,154,CLOVER,ALL PRODUCTS,,55.825,,0.145,55.825,55.825,55.825,2,Percent of Total Billed Charges,,
HIV-1/2 ANTIGEN AND ANTIBODIES FOURTH GENERATION WITH REFLEXES Q,3500000592,CDM,300,RC,87389,HCPCS,Facility,Outpatient,,,245,98,CLOVER,ALL PRODUCTS,,35.525,,0.145,35.525,35.525,35.525,2,Percent of Total Billed Charges,,
TOPIRAMATE QST,3500000613,CDM,300,RC,80201,HCPCS,Facility,Outpatient,,,83,33.2,CLOVER,ALL PRODUCTS,,12.035,,0.145,12.035,12.035,12.035,2,Percent of Total Billed Charges,,
BABESIA MICROTI DNA REAL-TIME PCR QST,3500000656,CDM,300,RC,87798,HCPCS,Facility,Outpatient,,,158,63.2,CLOVER,ALL PRODUCTS,,22.91,,0.145,22.91,22.91,22.91,2,Percent of Total Billed Charges,,
SARS-COV-2 RNA COVID-19 QUALITATIVE NAAT QST,3500000963,CDM,300,RC,87635,HCPCS,Facility,Outpatient,,,249,99.6,CLOVER,ALL PRODUCTS,,36.105,,0.145,36.105,36.105,36.105,2,Percent of Total Billed Charges,,
REFLEX RPR TITER QST,3500000974,CDM,300,RC,86593,HCPCS,Facility,Outpatient,,,100,40,CLOVER,ALL PRODUCTS,,14.5,,0.145,14.5,14.5,14.5,2,Percent of Total Billed Charges,,
VALPROIC ACID QST,3500001111,CDM,300,RC,80164,HCPCS,Facility,Outpatient,,,212,84.8,CLOVER,ALL PRODUCTS,,30.74,,0.145,30.74,30.74,30.74,2,Percent of Total Billed Charges,,
LIPID PANEL CARDIO IQ QST,3500001237,CDM,300,RC,80061,HCPCS,Facility,Outpatient,,,255,102,CLOVER,ALL PRODUCTS,,36.975,,0.145,36.975,36.975,36.975,2,Percent of Total Billed Charges,,
URINALYSIS MACROSCOPIC QST,3500001253,CDM,300,RC,81003,HCPCS,Facility,Outpatient,,,80,32,CLOVER,ALL PRODUCTS,,11.6,,0.145,11.6,59.52,59.52,5,Percent of Total Billed Charges,,
D-DIMER QUANTITATIVE QST,3500001318,CDM,300,RC,85379,HCPCS,Facility,Outpatient,,,127,50.8,CLOVER,ALL PRODUCTS,,18.415,,0.145,18.415,18.415,18.415,2,Percent of Total Billed Charges,,
LEVETIRACETAM QST,3500001360,CDM,300,RC,80177,HCPCS,Facility,Outpatient,,,193,77.2,CLOVER,ALL PRODUCTS,,27.985,,0.145,27.985,27.985,27.985,2,Percent of Total Billed Charges,,
CULTURE BACTERIAL QUANTTATIVE COLONY COUNT URINE,3600000034,CDM,300,RC,87086,HCPCS,Facility,Outpatient,,,143,57.2,CLOVER,ALL PRODUCTS,,20.735,,0.145,20.735,20.735,20.735,2,Percent of Total Billed Charges,,
IADNA CHLAMYDIA TRACHOMATIS AMPLIFIED PROBE TQ,3600000041,CDM,300,RC,87491,HCPCS,Facility,Outpatient,,,277,110.8,CLOVER,ALL PRODUCTS,,40.165,,0.145,40.165,40.165,40.165,2,Percent of Total Billed Charges,,
IADNA NEISSERIA GONORRHOEAE AMPLIFIED PROBE TQ,3600000042,CDM,300,RC,87591,HCPCS,Facility,Outpatient,,,286,114.4,CLOVER,ALL PRODUCTS,,41.47,,0.145,41.47,41.47,41.47,2,Percent of Total Billed Charges,,
CUL PRSMPTV PTHGNC ORGANISM SCRN W/COLONY ESTIMJ,3600000044,CDM,300,RC,87081,HCPCS,Facility,Outpatient,,,130,52,CLOVER,ALL PRODUCTS,,18.85,,0.145,18.85,18.85,18.85,2,Percent of Total Billed Charges,,
SUSCEPTIBLTY STDY ANTIMICRBIAL MICRO/AGAR DILUTJ,3600000045,CDM,300,RC,87186,HCPCS,Facility,Outpatient,,,171,68.4,CLOVER,ALL PRODUCTS,,24.795,,0.145,24.795,24.795,24.795,2,Percent of Total Billed Charges,,
CULTURE BCT ISOL&PRSMPTV ID ISOLATE EA URINE,3600000048,CDM,300,RC,87088,HCPCS,Facility,Outpatient,,,77,30.8,CLOVER,ALL PRODUCTS,,11.165,,0.145,11.165,11.165,11.165,2,Percent of Total Billed Charges,,
CUL PRSMPTV PTHGNC ORGANISM SCRN W/COLONY ESTIMJ,3600000057,CDM,300,RC,87081,HCPCS,Facility,Outpatient,,,130,52,CLOVER,ALL PRODUCTS,,18.85,,0.145,18.85,18.85,18.85,2,Percent of Total Billed Charges,,
CULTURE BACTERIAL ANY SOURCE ANAEROBIC ISO&ID,3600000064,CDM,300,RC,87075,HCPCS,Facility,Outpatient,,,138,55.2,CLOVER,ALL PRODUCTS,,20.01,,0.145,20.01,20.01,20.01,2,Percent of Total Billed Charges,,
INFLUENZA A AND B AND RSV RNA QUALITATIVE REAL-TIME RT-PCR,3600000074,CDM,300,RC,87631,HCPCS,Facility,Outpatient,,,157,62.8,CLOVER,ALL PRODUCTS,,22.765,,0.145,22.765,22.765,22.765,2,Percent of Total Billed Charges,,
PHENOBARBITAL SERUM,3600000075,CDM,300,RC,80184,HCPCS,Facility,Outpatient,,,165,66,CLOVER,ALL PRODUCTS,,23.925,,0.145,23.925,23.925,23.925,2,Percent of Total Billed Charges,,
STREPTOCOCCUS GROUP A RAPID ANTIGEN,3600000076,CDM,300,RC,87880,HCPCS,Facility,Outpatient,,,83,33.2,CLOVER,ALL PRODUCTS,,12.035,,0.145,12.035,12.035,12.035,2,Percent of Total Billed Charges,,
CULTURE BLOOD,3600000077,CDM,300,RC,87040,HCPCS,Facility,Outpatient,,,229,91.6,CLOVER,ALL PRODUCTS,,33.205,,0.145,33.205,33.205,33.205,2,Percent of Total Billed Charges,,
SED RATE BY MODIFIED WESTERGREN,3600000078,CDM,300,RC,85652,HCPCS,Facility,Outpatient,,,81,32.4,CLOVER,ALL PRODUCTS,,11.745,,0.145,11.745,11.745,11.745,2,Percent of Total Billed Charges,,
B-TYPE NATRIURETIC PEPTIDE BNP,3600000080,CDM,300,RC,83880,HCPCS,Facility,Outpatient,,,288,115.2,CLOVER,ALL PRODUCTS,,41.76,,0.145,41.76,41.76,41.76,2,Percent of Total Billed Charges,,
DRUG TEST DEF 1-7 CLASSES,3600000081,CDM,300,RC,G0480,HCPCS,Facility,Outpatient,,,358,143.2,CLOVER,ALL PRODUCTS,,51.91,,0.145,51.91,51.91,51.91,2,Percent of Total Billed Charges,,
CARBAMAZEPINE TOTAL,3600000083,CDM,300,RC,80156,HCPCS,Facility,Outpatient,,,220,88,CLOVER,ALL PRODUCTS,,31.9,,0.145,31.9,31.9,31.9,2,Percent of Total Billed Charges,,
AMMONIA PLASMA,3600000085,CDM,300,RC,82140,HCPCS,Facility,Outpatient,,,183,73.2,CLOVER,ALL PRODUCTS,,26.535,,0.145,26.535,26.535,26.535,2,Percent of Total Billed Charges,,
LITHIUM SERUM,3600000087,CDM,300,RC,80178,HCPCS,Facility,Outpatient,,,135,54,CLOVER,ALL PRODUCTS,,19.575,,0.145,19.575,19.575,19.575,2,Percent of Total Billed Charges,,
DRUG SCREENING METHADONE,3600000088,CDM,300,RC,80358,HCPCS,Facility,Outpatient,,,83,33.2,CLOVER,ALL PRODUCTS,,12.035,,0.145,12.035,12.035,12.035,2,Percent of Total Billed Charges,,
IADNA CHLAMYDIA TRACHOMATIS AMPLIFIED PROBE TQ,4100007001,CDM,309,RC,87491,HCPCS,Facility,Outpatient,,,277,110.8,CLOVER,ALL PRODUCTS,,40.165,,0.145,40.165,40.165,40.165,2,Percent of Total Billed Charges,,
IADNA NEISSERIA GONORRHOEAE AMPLIFIED PROBE TQ,4100007002,CDM,309,RC,87591,HCPCS,Facility,Outpatient,,,286,114.4,CLOVER,ALL PRODUCTS,,41.47,,0.145,41.47,41.47,41.47,2,Percent of Total Billed Charges,,
ANTIBODY EPSTEIN-BARR EB VIRUS VIRAL CAPSID VCA,4400037601,CDM,300,RC,86665,HCPCS,Facility,Outpatient,,,50,20,CLOVER,ALL PRODUCTS,,7.25,,0.145,7.25,7.25,7.25,2,Percent of Total Billed Charges,,
IRON TOTAL,4500000101,CDM,300,RC,83540,HCPCS,Facility,Outpatient,,,105,42,CLOVER,ALL PRODUCTS,,15.225,,0.145,15.225,15.225,15.225,2,Percent of Total Billed Charges,,
IRON BINDING CAPCITY,4500000102,CDM,300,RC,83550,HCPCS,Facility,Outpatient,,,113,45.2,CLOVER,ALL PRODUCTS,,16.385,,0.145,16.385,16.385,16.385,2,Percent of Total Billed Charges,,
ANTIBODY HERPES SMPLX TYPE 1,4500002701,CDM,300,RC,86695,HCPCS,Facility,Outpatient,,,90,36,CLOVER,ALL PRODUCTS,,13.05,,0.145,13.05,13.05,13.05,2,Percent of Total Billed Charges,,
ANTIBODY HERPES SMPLX TYPE 2,4500002702,CDM,300,RC,86696,HCPCS,Facility,Outpatient,,,95,38,CLOVER,ALL PRODUCTS,,13.775,,0.145,13.775,13.775,13.775,2,Percent of Total Billed Charges,,
ASSAY OF TESTOSTERONE TOTAL,4500005101,CDM,300,RC,84403,HCPCS,Facility,Outpatient,,,72,28.8,CLOVER,ALL PRODUCTS,,10.44,,0.145,10.44,10.44,10.44,2,Percent of Total Billed Charges,,
ASSAY OF TESTOSTERONE FREE,4500005102,CDM,300,RC,84402,HCPCS,Facility,Outpatient,,,110,44,CLOVER,ALL PRODUCTS,,15.95,,0.145,15.95,15.95,15.95,2,Percent of Total Billed Charges,,
ANTIBODY PROTOZOA NES,4500009801,CDM,300,RC,86753,HCPCS,Facility,Outpatient,,,105,42,CLOVER,ALL PRODUCTS,,15.225,,0.145,15.225,15.225,15.225,2,Percent of Total Billed Charges,,
NFCT AGT DRUG SUSCEPT PHENOTYPE PREDICTION,4500010101,CDM,300,RC,87900,HCPCS,Facility,Outpatient,,,702,280.8,CLOVER,ALL PRODUCTS,,101.79,,0.145,101.79,101.79,101.79,2,Percent of Total Billed Charges,,
NFCT GEXYP NUCLEIC ACID HIV REV TRNSCR&PROTEAS,4500010102,CDM,300,RC,87901,HCPCS,Facility,Outpatient,,,707,282.8,CLOVER,ALL PRODUCTS,,102.515,,0.145,102.515,102.515,102.515,2,Percent of Total Billed Charges,,
ANTIBODY HERPES SMPLX TYPE 1,4500017401,CDM,300,RC,86695,HCPCS,Facility,Outpatient,,,90,36,CLOVER,ALL PRODUCTS,,13.05,,0.145,13.05,13.05,13.05,2,Percent of Total Billed Charges,,
ANTIBODY HERPES SMPLX TYPE 2,4500017402,CDM,300,RC,86696,HCPCS,Facility,Outpatient,,,95,38,CLOVER,ALL PRODUCTS,,13.775,,0.145,13.775,13.775,13.775,2,Percent of Total Billed Charges,,
THYROID HORM UPTK/THYROID HORMONE BINDING RATIO,4500027701,CDM,300,RC,84479,HCPCS,Facility,Outpatient,,,123,49.2,CLOVER,ALL PRODUCTS,,17.835,,0.145,17.835,91.512,91.512,5,Percent of Total Billed Charges,,
ASSAY OF THYROXINE TOTAL,4500027702,CDM,300,RC,84436,HCPCS,Facility,Outpatient,,,128,51.2,CLOVER,ALL PRODUCTS,,18.56,,0.145,18.56,95.232,95.232,5,Percent of Total Billed Charges,,
ASSAY OF THYROID STIMULATING HORMONE TSH,4500027703,CDM,300,RC,84443,HCPCS,Facility,Outpatient,,,266,106.4,CLOVER,ALL PRODUCTS,,38.57,,0.145,38.57,197.904,197.904,5,Percent of Total Billed Charges,,
B CELLS TOTAL COUNT,4500028401,CDM,300,RC,86355,HCPCS,Facility,Outpatient,,,237,94.8,CLOVER,ALL PRODUCTS,,34.365,,0.145,34.365,34.365,34.365,2,Percent of Total Billed Charges,,
NATURAL KILLER CELLS TOTAL COUNT,4500028402,CDM,300,RC,86357,HCPCS,Facility,Outpatient,,,273,109.2,CLOVER,ALL PRODUCTS,,39.585,,0.145,39.585,39.585,39.585,2,Percent of Total Billed Charges,,
T CELLS TOTAL COUNT,4500028403,CDM,300,RC,86359,HCPCS,Facility,Outpatient,,,312,124.8,CLOVER,ALL PRODUCTS,,45.24,,0.145,45.24,45.24,45.24,2,Percent of Total Billed Charges,,
T CELLS ABSOLUTE CD4&CD8 COUNT RATIO,4500028404,CDM,300,RC,86360,HCPCS,Facility,Outpatient,,,348,139.2,CLOVER,ALL PRODUCTS,,50.46,,0.145,50.46,50.46,50.46,2,Percent of Total Billed Charges,,
OVA&PARASITES DIRECT SMEARS CONCENTRATION & ID,4500036901,CDM,300,RC,87177,HCPCS,Facility,Outpatient,,,235,94,CLOVER,ALL PRODUCTS,,34.075,,0.145,34.075,34.075,34.075,2,Percent of Total Billed Charges,,
SMR PRIM SRC CPLX SPEC STAIN OVA&PARASITS,4500036902,CDM,300,RC,87209,HCPCS,Facility,Outpatient,,,127,50.8,CLOVER,ALL PRODUCTS,,18.415,,0.145,18.415,18.415,18.415,2,Percent of Total Billed Charges,,
IAAD IA GIARDIA,4500036903,CDM,300,RC,87329,HCPCS,Facility,Outpatient,,,119,47.6,CLOVER,ALL PRODUCTS,,17.255,,0.145,17.255,17.255,17.255,2,Percent of Total Billed Charges,,
DULAGLUTIDE 0.75 MG/0.5ML SC SOPN,2143301,CDM,636,RC,J3490,HCPCS,Facility,Outpatient,0.5,mL,1475.96,590.384,CLOVER,ALL PRODUCTS,,214.0142,,0.145,214.0142,737.98,1098.11424,7,Percent of Total Billed Charges,,
DULAGLUTIDE 1.5 MG/0.5ML SC SOPN,2143401,CDM,636,RC,J3490,HCPCS,Facility,Outpatient,0.5,mL,934.22,373.688,CLOVER,ALL PRODUCTS,,135.4619,,0.145,135.4619,420.399,695.05968,5,Percent of Total Billed Charges,,
INSULIN LISPRO 100 UNIT/ML IJ SOLN,2751017,CDM,250,RC,J1815,HCPCS,Facility,Outpatient,3,mL,72.05,26.2,CLOVER,ALL PRODUCTS,,10.44725,,0.145,10.44725,10.44725,53.6052,7,Percent of Total Billed Charges,,
INSULIN LISPRO PROT & LISPRO (75-25) 100 UNIT/ML SC SUSP,2751101,CDM,250,RC,J1815,HCPCS,Facility,Outpatient,10,mL,274.307,99.748,CLOVER,ALL PRODUCTS,,39.774515,,0.145,39.774515,39.774515,204.084408,7,Percent of Total Billed Charges,,
INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,2821517,CDM,250,RC,J1815,HCPCS,Facility,Outpatient,3,mL,25.718,9.352,CLOVER,ALL PRODUCTS,,3.72911,,0.145,3.72911,3.72911,19.134192,7,Percent of Total Billed Charges,,
INSULIN NPH ISOPHANE & REGULAR (70-30) 100 UNIT/ML SC SUSP,2871517,CDM,250,RC,J1815,HCPCS,Facility,Outpatient,3,mL,25.718,9.352,CLOVER,ALL PRODUCTS,,3.72911,,0.145,3.72911,3.72911,19.134192,7,Percent of Total Billed Charges,,
INSULIN LISPRO (1 UNIT DIAL) 100 UNIT/ML SC SOPN,2879901,CDM,250,RC,J1815,HCPCS,Facility,Outpatient,3,mL,102.85,37.4,CLOVER,ALL PRODUCTS,,14.91325,,0.145,14.91325,14.91325,76.5204,7,Percent of Total Billed Charges,,
LIDOCAINE HCL (PF) 1 % IJ SOLN,143959501,CDM,250,RC,J3490,HCPCS,Facility,Outpatient,5,mL,7.26,2.64,CLOVER,ALL PRODUCTS,,1.0527,,0.145,1.0527,1.0527,5.40144,7,Percent of Total Billed Charges,,
INSULIN DETEMIR 100 UNIT/ML SC SOLN,169368712,CDM,250,RC,J1815,HCPCS,Facility,Outpatient,10,mL,1641.013,596.732,CLOVER,ALL PRODUCTS,,237.946885,,0.145,237.946885,237.946885,1220.913672,7,Percent of Total Billed Charges,,
METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN,409341418,CDM,636,RC,J2765,HCPCS,Facility,Outpatient,2,mL,5.14,2.056,CLOVER,ALL PRODUCTS,,0.7453,,0.145,0.7453,2.313,3.82416,5,Percent of Total Billed Charges,,
ATROPINE SULFATE 0.4 MG/ML IJ SOLN,517040125,CDM,636,RC,J0461,HCPCS,Facility,Outpatient,1,mL,21.42,8.568,CLOVER,ALL PRODUCTS,,3.1059,,0.145,3.1059,9.639,15.93648,5,Percent of Total Billed Charges,,
DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,641037621,CDM,636,RC,J1200,HCPCS,Facility,Outpatient,1,mL,5.39,2.156,CLOVER,ALL PRODUCTS,,0.78155,,0.145,0.78155,2.4255,4.01016,5,Percent of Total Billed Charges,,
LORAZEPAM 2 MG/ML IJ SOLN,641604401,CDM,636,RC,J2060,HCPCS,Facility,Outpatient,1,mL,5.65,2.26,CLOVER,ALL PRODUCTS,,0.81925,,0.145,0.81925,2.5425,4.2036,5,Percent of Total Billed Charges,,
MIDAZOLAM HCL 2 MG/2ML IJ SOLN,641605725,CDM,636,RC,J2250,HCPCS,Facility,Outpatient,2,mL,3.15,1.26,CLOVER,ALL PRODUCTS,,0.45675,,0.145,0.45675,1.4175,2.3436,5,Percent of Total Billed Charges,,
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IJ SOLN,641614501,CDM,636,RC,J1100,HCPCS,Facility,Outpatient,1,mL,1.5,0.6,CLOVER,ALL PRODUCTS,,0.2175,,0.145,0.2175,0.675,1.116,5,Percent of Total Billed Charges,,
GLYCOPYRROLATE 0.2 MG/ML IJ SOLN,16729047163,CDM,636,RC,J3490,HCPCS,Facility,Outpatient,1,mL,7.25,2.9,CLOVER,ALL PRODUCTS,,1.05125,,0.145,1.05125,3.2625,5.394,5,Percent of Total Billed Charges,,
ATROPINE SULFATE 1 MG/10ML IJ SOSY,16729048445,CDM,636,RC,J0461,HCPCS,Facility,Outpatient,10,mL,32.68,13.072,CLOVER,ALL PRODUCTS,,4.7386,,0.145,4.7386,14.706,24.31392,5,Percent of Total Billed Charges,,
ATROPINE SULFATE 0.4 MG/ML IV SOLN,16729052563,CDM,636,RC,J0461,HCPCS,Facility,Outpatient,1,mL,17.22,6.888,CLOVER,ALL PRODUCTS,,2.4969,,0.145,2.4969,7.749,12.81168,5,Percent of Total Billed Charges,,
INSULIN GLARGINE-YFGN 100 UNIT/ML SC SOLN,49502039380,CDM,250,RC,J1815,HCPCS,Facility,Outpatient,10,mL,365.134,132.776,CLOVER,ALL PRODUCTS,,52.94443,,0.145,52.94443,52.94443,271.659696,7,Percent of Total Billed Charges,,
COVID-19 MRNA VAC-TRIS(PFIZER) 30 MCG/0.3ML IM SUSP,59267102504,CDM,636,RC,91305,HCPCS,Facility,Outpatient,1.8,mL,0.05,0.02,CLOVER,ALL PRODUCTS,,0.00725,,0.145,0.00725,0.0225,0.0372,5,Percent of Total Billed Charges,,
ONDANSETRON HCL 4 MG/2ML IJ SOLN,60505613000,CDM,636,RC,J2405,HCPCS,Facility,Outpatient,2,mL,1.29,0.516,CLOVER,ALL PRODUCTS,,0.18705,,0.145,0.18705,0.5805,0.95976,5,Percent of Total Billed Charges,,
KETOROLAC TROMETHAMINE 30 MG/ML IJ SOLN,63323016200,CDM,636,RC,J1885,HCPCS,Facility,Outpatient,1,mL,4.04,1.616,CLOVER,ALL PRODUCTS,,0.5858,,0.145,0.5858,1.818,3.00576,5,Percent of Total Billed Charges,,
LIDOCAINE HCL 2 % IJ SOLN,63323020202,CDM,636,RC,J3490,HCPCS,Facility,Outpatient,2,mL,15.51,6.204,CLOVER,ALL PRODUCTS,,2.24895,,0.145,2.24895,6.9795,11.53944,5,Percent of Total Billed Charges,,
